meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,gender,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,age
0.149294943,0.061190212,0.118885246,0.102360656,0.206557377,0.1041967209999999,2.887083447,13.28019401,0.902355338,0.494936345,0.10695082,0.149294943,0.1062674159999999,0.047105005,0.2790697669999999,0.441894531,0.0,2.6015625,2.6015625,0.162962963,0,0.149294943,0.061190212,0.118885246,0.102360656,0.206557377,0.1041967209999999,2.887083447,13.28019401,0.902355338,0.494936345,0.10695082,0.149294943,0.1062674159999999,0.047105005,0.2790697669999999,0.441894531,0.0,2.6015625,2.6015625,0.162962963,3
0.148197523,0.0604402059999999,0.119144385,0.102459893,0.199786096,0.097326203,2.518011413,10.52244365,0.91959005,0.489727526,0.114010695,0.148197523,0.1117735469999999,0.0469208209999999,0.277456647,0.418204066,0.0,4.21875,4.21875,0.07979798,0,0.148197523,0.0604402059999999,0.119144385,0.102459893,0.199786096,0.097326203,2.518011413,10.52244365,0.91959005,0.489727526,0.114010695,0.148197523,0.1117735469999999,0.0469208209999999,0.277456647,0.418204066,0.0,4.21875,4.21875,0.07979798,3
0.130252756,0.080159675,0.119259259,0.062457912,0.213299663,0.150841751,2.48759925,11.09684937,0.940127309,0.6255289039999999,0.112659933,0.130252756,0.120419924,0.047244094,0.275862069,0.071469907,0.0,0.6328125,0.6328125,0.077577578,0,0.130252756,0.080159675,0.119259259,0.062457912,0.213299663,0.150841751,2.48759925,11.09684937,0.940127309,0.6255289039999999,0.112659933,0.130252756,0.120419924,0.047244094,0.275862069,0.071469907,0.0,0.6328125,0.6328125,0.077577578,2
0.13034283,0.080906927,0.119383562,0.072557078,0.198812785,0.126255708,1.981398537,7.79956381,0.949687207,0.657095654,0.104041096,0.13034283,0.1263845009999999,0.047244094,0.275862069,0.786024306,0.0,7.875,7.875,0.127632784,0,0.13034283,0.080906927,0.119383562,0.072557078,0.198812785,0.126255708,1.981398537,7.79956381,0.949687207,0.657095654,0.104041096,0.13034283,0.1263845009999999,0.047244094,0.275862069,0.786024306,0.0,7.875,7.875,0.127632784,2
0.141774647,0.07212791,0.1194092309999999,0.093735385,0.210387692,0.116652308,2.232307088,10.22678356,0.956346943,0.695896318,0.108036923,0.141774647,0.112578813,0.047384008,0.275862069,0.360881024,0.0,6.0703125,6.0703125,0.068716094,0,0.141774647,0.07212791,0.1194092309999999,0.093735385,0.210387692,0.116652308,2.232307088,10.22678356,0.956346943,0.695896318,0.108036923,0.141774647,0.112578813,0.047384008,0.275862069,0.360881024,0.0,6.0703125,6.0703125,0.068716094,3
0.14554614,0.073342474,0.11950553,0.09035784,0.218425504,0.128067664,2.736869064,11.89102025,0.936793486,0.611112691,0.09509434,0.14554614,0.113999698,0.047058824,0.275862069,0.4720982139999999,0.0,3.515625,3.515625,0.076666667,0,0.14554614,0.073342474,0.11950553,0.09035784,0.218425504,0.128067664,2.736869064,11.89102025,0.936793486,0.611112691,0.09509434,0.14554614,0.113999698,0.047058824,0.275862069,0.4720982139999999,0.0,3.515625,3.515625,0.076666667,3
0.137053918,0.072466597,0.120410783,0.082490372,0.203799743,0.121309371,1.6929760459999998,7.279020707000001,0.964635853,0.7391495459999999,0.094351733,0.137053918,0.114554285,0.047012733,0.275862069,0.201286765,0.0,3.0234375,3.0234375,0.074889258,0,0.137053918,0.072466597,0.120410783,0.082490372,0.203799743,0.121309371,1.6929760459999998,7.279020707000001,0.964635853,0.7391495459999999,0.094351733,0.137053918,0.114554285,0.047012733,0.275862069,0.201286765,0.0,3.0234375,3.0234375,0.074889258,3
0.131320623,0.065210892,0.120428495,0.0794858059999999,0.1781681839999999,0.098682378,1.470161219,6.679543641,0.96221374,0.692304466,0.096132833,0.131320623,0.117374683,0.047105005,0.277456647,0.608670113,0.0,10.6640625,10.6640625,0.065107692,0,0.131320623,0.065210892,0.120428495,0.0794858059999999,0.1781681839999999,0.098682378,1.470161219,6.679543641,0.96221374,0.692304466,0.096132833,0.131320623,0.117374683,0.047105005,0.277456647,0.608670113,0.0,10.6640625,10.6640625,0.065107692,2
0.139156759,0.070057312,0.120622084,0.0890513219999999,0.200528771,0.111477449,1.755618825,7.620286097,0.967010073,0.7371197820000001,0.109517885,0.139156759,0.1198097809999999,0.047105005,0.2790697669999999,0.377375422,0.0,4.3828125,4.3828125,0.075905051,0,0.139156759,0.070057312,0.120622084,0.0890513219999999,0.200528771,0.111477449,1.755618825,7.620286097,0.967010073,0.7371197820000001,0.109517885,0.139156759,0.1198097809999999,0.047105005,0.2790697669999999,0.377375422,0.0,4.3828125,4.3828125,0.075905051,3
0.13425169,0.070520147,0.121761158,0.08747889,0.193703257,0.1062243669999999,2.406961189,10.75687325,0.953717444,0.694293805,0.094571773,0.13425169,0.108328159,0.046966732,0.271186441,0.226482781,0.0,3.046875,3.046875,0.085033445,0,0.13425169,0.070520147,0.121761158,0.08747889,0.193703257,0.1062243669999999,2.406961189,10.75687325,0.953717444,0.694293805,0.094571773,0.13425169,0.108328159,0.046966732,0.271186441,0.226482781,0.0,3.046875,3.046875,0.085033445,3
0.1418251519999999,0.070306711,0.121970885,0.099395297,0.2116461369999999,0.11225084,2.707896477,13.43212472,0.951333807,0.6842831140000001,0.112407615,0.1418251519999999,0.127068355,0.047571853,0.2742857139999999,0.264630682,0.0,4.1484375,4.1484375,0.080357633,0,0.1418251519999999,0.070306711,0.121970885,0.099395297,0.2116461369999999,0.11225084,2.707896477,13.43212472,0.951333807,0.6842831140000001,0.112407615,0.1418251519999999,0.127068355,0.047571853,0.2742857139999999,0.264630682,0.0,4.1484375,4.1484375,0.080357633,2
0.140892453,0.078354184,0.122882591,0.071417004,0.217878543,0.146461538,0.933803406,3.836487585,0.964288843,0.7016857959999999,0.093408907,0.140892453,0.107290491,0.0469208209999999,0.2790697669999999,0.3385699729999999,0.0,4.734375,4.734375,0.059297139,0,0.140892453,0.078354184,0.122882591,0.071417004,0.217878543,0.146461538,0.933803406,3.836487585,0.964288843,0.7016857959999999,0.093408907,0.140892453,0.107290491,0.0469208209999999,0.2790697669999999,0.3385699729999999,0.0,4.734375,4.734375,0.059297139,3
0.138887064,0.060659326,0.1235045319999999,0.098126888,0.185820745,0.0876938569999999,2.083209193,9.114555615,0.947748906,0.638788633,0.106304129,0.138887064,0.120883184,0.047105005,0.277456647,0.291078629,0.0,5.953125,5.953125,0.075084364,0,0.138887064,0.060659326,0.1235045319999999,0.098126888,0.185820745,0.0876938569999999,2.083209193,9.114555615,0.947748906,0.638788633,0.106304129,0.138887064,0.120883184,0.047105005,0.277456647,0.291078629,0.0,5.953125,5.953125,0.075084364,2
0.134772039,0.08099505,0.124078431,0.059843137,0.2001176469999999,0.14027451,1.758538375,8.022480938,0.960914012,0.7148327720000001,0.093607843,0.134772039,0.118076054,0.0469208209999999,0.277456647,0.322527985,0.0,6.0,6.0,0.053931452,0,0.134772039,0.08099505,0.124078431,0.059843137,0.2001176469999999,0.14027451,1.758538375,8.022480938,0.960914012,0.7148327720000001,0.093607843,0.134772039,0.118076054,0.0469208209999999,0.277456647,0.322527985,0.0,6.0,6.0,0.053931452,3
0.147254572,0.069031662,0.124444444,0.103006536,0.214640523,0.1116339869999999,2.5771468790000003,11.9187978,0.946414375,0.6131747320000001,0.113202614,0.147254572,0.119524141,0.0469208209999999,0.277456647,0.6657838979999999,0.0,7.3359375,7.3359375,0.1137495319999999,0,0.147254572,0.069031662,0.124444444,0.103006536,0.214640523,0.1116339869999999,2.5771468790000003,11.9187978,0.946414375,0.6131747320000001,0.113202614,0.147254572,0.119524141,0.0469208209999999,0.277456647,0.6657838979999999,0.0,7.3359375,7.3359375,0.1137495319999999,3
0.1431213519999999,0.065610814,0.12461825,0.097504655,0.1970949719999999,0.099590317,2.813039805,16.69846378,0.95503863,0.690063133,0.105065177,0.1431213519999999,0.1160631769999999,0.0469208209999999,0.2742857139999999,1.476165254,0.046875,8.5546875,8.5078125,0.12355112,0,0.1431213519999999,0.065610814,0.12461825,0.097504655,0.1970949719999999,0.099590317,2.813039805,16.69846378,0.95503863,0.690063133,0.105065177,0.1431213519999999,0.1160631769999999,0.0469208209999999,0.2742857139999999,1.476165254,0.046875,8.5546875,8.5078125,0.12355112,3
0.140513655,0.078849682,0.1246320869999999,0.0883232809999999,0.218021713,0.129698432,1.796502702,6.870029872999999,0.955046517,0.68270176,0.110277443,0.140513655,0.123802312,0.0469208209999999,0.2790697669999999,0.626470588,0.0,4.59375,4.59375,0.137026239,0,0.140513655,0.078849682,0.1246320869999999,0.0883232809999999,0.218021713,0.129698432,1.796502702,6.870029872999999,0.955046517,0.68270176,0.110277443,0.140513655,0.123802312,0.0469208209999999,0.2790697669999999,0.626470588,0.0,4.59375,4.59375,0.137026239,3
0.150582123,0.062084729,0.124943396,0.107245283,0.214490566,0.107245283,3.232422751,15.90235002,0.923949706,0.5529024770000001,0.108830189,0.150582123,0.11021828,0.047666336,0.2790697669999999,0.387392241,0.0,4.6171875,4.6171875,0.1114980519999999,0,0.150582123,0.062084729,0.124943396,0.107245283,0.214490566,0.107245283,3.232422751,15.90235002,0.923949706,0.5529024770000001,0.108830189,0.150582123,0.11021828,0.047666336,0.2790697669999999,0.387392241,0.0,4.6171875,4.6171875,0.1114980519999999,2
0.146057455,0.061265744,0.1251347069999999,0.1025039619999999,0.202345483,0.099841521,2.660413192,11.74355307,0.927560538,0.5826223629999999,0.101172742,0.146057455,0.122970162,0.04729064,0.275862069,1.332589286,0.0,9.7734375,9.7734375,0.135055592,0,0.146057455,0.061265744,0.1251347069999999,0.1025039619999999,0.202345483,0.099841521,2.660413192,11.74355307,0.927560538,0.5826223629999999,0.101172742,0.146057455,0.122970162,0.04729064,0.275862069,1.332589286,0.0,9.7734375,9.7734375,0.135055592,3
0.1458987,0.069698037,0.125238771,0.1003498819999999,0.212349882,0.1119999999999999,2.377284948,11.1939197,0.956648859,0.666502568,0.119148936,0.1458987,0.117181713,0.047151277,0.275862069,0.976278409,0.046875,5.8125,5.765625,0.126534354,0,0.1458987,0.069698037,0.125238771,0.1003498819999999,0.212349882,0.1119999999999999,2.377284948,11.1939197,0.956648859,0.666502568,0.119148936,0.1458987,0.117181713,0.047151277,0.275862069,0.976278409,0.046875,5.8125,5.765625,0.126534354,3
0.151873823,0.065808589,0.125255474,0.107445255,0.221605839,0.114160584,2.967033124,14.619837900000002,0.920477409,0.534774793,0.1153284669999999,0.151873823,0.101600373,0.04729064,0.2790697669999999,0.245945411,0.0,3.84375,3.84375,0.062851782,0,0.151873823,0.065808589,0.125255474,0.107445255,0.221605839,0.114160584,2.967033124,14.619837900000002,0.920477409,0.534774793,0.1153284669999999,0.151873823,0.101600373,0.04729064,0.2790697669999999,0.245945411,0.0,3.84375,3.84375,0.062851782,2
0.14757481,0.063546813,0.125460483,0.0978445459999999,0.199895493,0.1020509469999999,2.817256047,13.71590103,0.931045785,0.570940883,0.095467015,0.14757481,0.104114574,0.04719764,0.2790697669999999,0.312297078,0.0,4.1484375,4.1484375,0.063260921,0,0.14757481,0.063546813,0.125460483,0.0978445459999999,0.199895493,0.1020509469999999,2.817256047,13.71590103,0.931045785,0.570940883,0.095467015,0.14757481,0.104114574,0.04719764,0.2790697669999999,0.312297078,0.0,4.1484375,4.1484375,0.063260921,3
0.135972024,0.082399187,0.125612009,0.0790531179999999,0.218729792,0.139676674,1.863377089,7.297085039,0.956239129,0.6939733290000001,0.131431871,0.135972024,0.124006016,0.047244094,0.2790697669999999,0.680555556,0.0,5.1328125,5.1328125,0.098594671,0,0.135972024,0.082399187,0.125612009,0.0790531179999999,0.218729792,0.139676674,1.863377089,7.297085039,0.956239129,0.6939733290000001,0.131431871,0.135972024,0.124006016,0.047244094,0.2790697669999999,0.680555556,0.0,5.1328125,5.1328125,0.098594671,3
0.145451632,0.062529042,0.125650301,0.098156761,0.202101637,0.103944875,2.578898652,13.75725253,0.945095248,0.609303223,0.122515073,0.145451632,0.132760544,0.0469208209999999,0.275862069,1.037388393,0.0,6.6328125,6.6328125,0.179770318,0,0.145451632,0.062529042,0.125650301,0.098156761,0.202101637,0.103944875,2.578898652,13.75725253,0.945095248,0.609303223,0.122515073,0.145451632,0.132760544,0.0469208209999999,0.275862069,1.037388393,0.0,6.6328125,6.6328125,0.179770318,2
0.14010944,0.055208565,0.125958702,0.0970501469999999,0.185840708,0.08879056,2.281529537,9.247809058,0.930769214,0.557347205,0.098908555,0.14010944,0.1242697909999999,0.0473372779999999,0.277456647,0.804570896,0.0,9.6328125,9.6328125,0.082300236,0,0.14010944,0.055208565,0.125958702,0.0970501469999999,0.185840708,0.08879056,2.281529537,9.247809058,0.930769214,0.557347205,0.098908555,0.14010944,0.1242697909999999,0.0473372779999999,0.277456647,0.804570896,0.0,9.6328125,9.6328125,0.082300236,2
0.136714404,0.074139384,0.126674907,0.100716934,0.202472188,0.101755253,2.041460008,8.418976697,0.948466581,0.648803221,0.118195303,0.136714404,0.129527525,0.0482412059999999,0.277456647,0.420703125,0.0,4.453125,4.453125,0.1095496469999999,0,0.136714404,0.074139384,0.126674907,0.100716934,0.202472188,0.101755253,2.041460008,8.418976697,0.948466581,0.648803221,0.118195303,0.136714404,0.129527525,0.0482412059999999,0.277456647,0.420703125,0.0,4.453125,4.453125,0.1095496469999999,4
0.132363088,0.064722832,0.126750496,0.080608868,0.177710126,0.097101257,2.166277663,11.23849475,0.962978228,0.721677537,0.12563865,0.132363088,0.123616779,0.047012733,0.272727273,1.05703125,0.0,12.28125,12.28125,0.058653387,0,0.132363088,0.064722832,0.126750496,0.080608868,0.177710126,0.097101257,2.166277663,11.23849475,0.962978228,0.721677537,0.12563865,0.132363088,0.123616779,0.047012733,0.272727273,1.05703125,0.0,12.28125,12.28125,0.058653387,2
0.138134948,0.071996349,0.126798603,0.080838184,0.179604191,0.0987660069999999,1.939460908,8.402472962000001,0.950216106,0.652164596,0.127124563,0.138134948,0.116500971,0.04743083,0.271186441,0.585277289,0.0,6.7734375,6.7734375,0.101730104,0,0.138134948,0.071996349,0.126798603,0.080838184,0.179604191,0.0987660069999999,1.939460908,8.402472962000001,0.950216106,0.652164596,0.127124563,0.138134948,0.116500971,0.04743083,0.271186441,0.585277289,0.0,6.7734375,6.7734375,0.101730104,2
0.149582409,0.0587212629999999,0.126829268,0.106829268,0.207317073,0.100487805,2.791634186,12.76547417,0.905976962,0.465214406,0.108780488,0.149582409,0.126190272,0.04729064,0.277456647,1.55625,0.0,10.4296875,10.4296875,0.112359551,0,0.149582409,0.0587212629999999,0.126829268,0.106829268,0.207317073,0.100487805,2.791634186,12.76547417,0.905976962,0.465214406,0.108780488,0.149582409,0.126190272,0.04729064,0.277456647,1.55625,0.0,10.4296875,10.4296875,0.112359551,2
0.153233144,0.056156516,0.126834862,0.108211009,0.20293578,0.094724771,2.533794482,10.28876116,0.904806401,0.433751099,0.123944954,0.153233144,0.109657585,0.047012733,0.277456647,0.4067708329999999,0.0,3.796875,3.796875,0.08127572,0,0.153233144,0.056156516,0.126834862,0.108211009,0.20293578,0.094724771,2.533794482,10.28876116,0.904806401,0.433751099,0.123944954,0.153233144,0.109657585,0.047012733,0.277456647,0.4067708329999999,0.0,3.796875,3.796875,0.08127572,2
0.1519102219999999,0.066387142,0.127457627,0.110508475,0.221016949,0.110508475,2.826060665,12.50918157,0.924690387,0.538064671,0.116440678,0.1519102219999999,0.118036951,0.048,0.277456647,0.7730152029999999,0.0,8.5078125,8.5078125,0.052577725,0,0.1519102219999999,0.066387142,0.127457627,0.110508475,0.221016949,0.110508475,2.826060665,12.50918157,0.924690387,0.538064671,0.116440678,0.1519102219999999,0.118036951,0.048,0.277456647,0.7730152029999999,0.0,8.5078125,8.5078125,0.052577725,2
0.155380235,0.064815572,0.127659574,0.108085106,0.219148936,0.11106383,2.593293472,11.63702541,0.92718023,0.5168017739999999,0.1102127659999999,0.155380235,0.115231123,0.047619048,0.2742857139999999,0.484993812,0.0,7.6171875,7.6171875,0.067724696,0,0.155380235,0.064815572,0.127659574,0.108085106,0.219148936,0.11106383,2.593293472,11.63702541,0.92718023,0.5168017739999999,0.1102127659999999,0.155380235,0.115231123,0.047619048,0.2742857139999999,0.484993812,0.0,7.6171875,7.6171875,0.067724696,3
0.153693011,0.064274795,0.127758347,0.115294118,0.222427133,0.107133015,3.167077132,15.19328326,0.907699404,0.474097238,0.119894012,0.153693011,0.124059644,0.047012733,0.2790697669999999,0.55971928,0.0,11.34375,11.34375,0.052828114,0,0.153693011,0.064274795,0.127758347,0.115294118,0.222427133,0.107133015,3.167077132,15.19328326,0.907699404,0.474097238,0.119894012,0.153693011,0.124059644,0.047012733,0.2790697669999999,0.55971928,0.0,11.34375,11.34375,0.052828114,2
0.147006653,0.068556715,0.127989019,0.098201784,0.209855868,0.111654084,2.365402189,9.157548709,0.921464211,0.52928589,0.107234043,0.147006653,0.1167251409999999,0.0469208209999999,0.2790697669999999,0.515324519,0.0,4.171875,4.171875,0.134356702,0,0.147006653,0.068556715,0.127989019,0.098201784,0.209855868,0.111654084,2.365402189,9.157548709,0.921464211,0.52928589,0.107234043,0.147006653,0.1167251409999999,0.0469208209999999,0.2790697669999999,0.515324519,0.0,4.171875,4.171875,0.134356702,3
0.141661136,0.0770943259999999,0.128066528,0.094303534,0.213250173,0.118946639,1.742754734,6.373851086,0.956715369,0.702784099,0.005239085,0.141661136,0.1151960559999999,0.047012733,0.2790697669999999,0.339021382,0.0,5.578125,5.578125,0.061420932,0,0.141661136,0.0770943259999999,0.128066528,0.094303534,0.213250173,0.118946639,1.742754734,6.373851086,0.956715369,0.702784099,0.005239085,0.141661136,0.1151960559999999,0.047012733,0.2790697669999999,0.339021382,0.0,5.578125,5.578125,0.061420932,2
0.137701778,0.082587938,0.128135593,0.0885875709999999,0.219491525,0.130903955,2.071084266,8.733878577,0.95171487,0.665282777,0.120028249,0.137701778,0.125106246,0.0473372779999999,0.2790697669999999,0.54471009,0.0,5.203125,5.203125,0.091847946,0,0.137701778,0.082587938,0.128135593,0.0885875709999999,0.219491525,0.130903955,2.071084266,8.733878577,0.95171487,0.665282777,0.120028249,0.137701778,0.125106246,0.0473372779999999,0.2790697669999999,0.54471009,0.0,5.203125,5.203125,0.091847946,3
0.138727368,0.079165395,0.128470588,0.065058824,0.2067058819999999,0.141647059,1.091629399,4.422618183,0.968907529,0.7385867840000001,0.04172549,0.138727368,0.103538063,0.047012733,0.2790697669999999,0.654296875,0.0,5.671875,5.671875,0.072712774,0,0.138727368,0.079165395,0.128470588,0.065058824,0.2067058819999999,0.141647059,1.091629399,4.422618183,0.968907529,0.7385867840000001,0.04172549,0.138727368,0.103538063,0.047012733,0.2790697669999999,0.654296875,0.0,5.671875,5.671875,0.072712774,3
0.155107213,0.063927455,0.128690808,0.1049025069999999,0.210584958,0.105682451,2.458051577,10.69113716,0.916665443,0.493942334,0.09281337,0.155107213,0.104306686,0.047012733,0.271186441,0.487323113,0.0,6.796875,6.796875,0.085103448,0,0.155107213,0.063927455,0.128690808,0.1049025069999999,0.210584958,0.105682451,2.458051577,10.69113716,0.916665443,0.493942334,0.09281337,0.155107213,0.104306686,0.047012733,0.271186441,0.487323113,0.0,6.796875,6.796875,0.085103448,3
0.157131317,0.061867405,0.128695652,0.113913043,0.224782609,0.110869565,2.749625019,11.12420933,0.8894707279999999,0.443733724,0.111304348,0.157131317,0.120951466,0.047244094,0.277456647,0.526692708,0.0,5.2265625,5.2265625,0.094604369,0,0.157131317,0.061867405,0.128695652,0.113913043,0.224782609,0.110869565,2.749625019,11.12420933,0.8894707279999999,0.443733724,0.111304348,0.157131317,0.120951466,0.047244094,0.277456647,0.526692708,0.0,5.2265625,5.2265625,0.094604369,3
0.155498844,0.063632137,0.128791209,0.101538462,0.214505495,0.112967033,2.229993258,9.11268833,0.921333972,0.513813197,0.096263736,0.155498844,0.112630106,0.047244094,0.275862069,0.510719477,0.0,4.734375,4.734375,0.113118812,0,0.155498844,0.063632137,0.128791209,0.101538462,0.214505495,0.112967033,2.229993258,9.11268833,0.921333972,0.513813197,0.096263736,0.155498844,0.112630106,0.047244094,0.275862069,0.510719477,0.0,4.734375,4.734375,0.113118812,3
0.146595564,0.072240891,0.128956394,0.098500735,0.213738364,0.115237629,1.984429908,8.278183546000001,0.953905629,0.666517676,0.102616365,0.146595564,0.113885958,0.047571853,0.2742857139999999,0.543028846,0.0,4.8515625,4.8515625,0.110552162,0,0.146595564,0.072240891,0.128956394,0.098500735,0.213738364,0.115237629,1.984429908,8.278183546000001,0.953905629,0.666517676,0.102616365,0.146595564,0.113885958,0.047571853,0.2742857139999999,0.543028846,0.0,4.8515625,4.8515625,0.110552162,3
0.151741963,0.064530929,0.129747692,0.107175385,0.216073846,0.1088984619999999,2.411724217,10.56224349,0.928820778,0.5358916570000001,0.115101538,0.151741963,0.126716937,0.047105005,0.277456647,1.161112883,0.046875,9.890625,9.84375,0.088533114,0,0.151741963,0.064530929,0.129747692,0.107175385,0.216073846,0.1088984619999999,2.411724217,10.56224349,0.928820778,0.5358916570000001,0.115101538,0.151741963,0.126716937,0.047105005,0.277456647,1.161112883,0.046875,9.890625,9.84375,0.088533114,3
0.152276044,0.061235829,0.129893993,0.105583039,0.2067844519999999,0.101201413,2.0749247680000003,8.236508381,0.93624395,0.550793506,0.11024735,0.152276044,0.113386739,0.047012733,0.275862069,0.766882945,0.0,12.0,12.0,0.04535784,0,0.152276044,0.061235829,0.129893993,0.105583039,0.2067844519999999,0.101201413,2.0749247680000003,8.236508381,0.93624395,0.550793506,0.11024735,0.152276044,0.113386739,0.047012733,0.275862069,0.766882945,0.0,12.0,12.0,0.04535784,2
0.140071789,0.0613480909999999,0.1299913869999999,0.094298019,0.188113695,0.093815676,1.910029801,8.826151823,0.954420188,0.669500318,0.093815676,0.140071789,0.108465798,0.0469208209999999,0.277456647,1.056934932,0.0,7.2890625,7.2890625,0.0946188759999999,0,0.140071789,0.0613480909999999,0.1299913869999999,0.094298019,0.188113695,0.093815676,1.910029801,8.826151823,0.954420188,0.669500318,0.093815676,0.140071789,0.108465798,0.0469208209999999,0.277456647,1.056934932,0.0,7.2890625,7.2890625,0.0946188759999999,3
